0, 146
2, 428
0, 283
21, 555
0, 993
0, 507
0, 446
74, 1507
5, 561
0, 337
0, 482
0, 0
0, 443
0, 139
0, 57
1, 437
0, 0
0, 387
0, 270
0, 417
0, 293
0, 462
2, 922
0, 188
0, 0
0, 135
0, 517
22, 1033
0, 653
0, 0
0, 121
0, 697
1, 620
13, 946
6, 307
0, 111
0, 0
1, 733
53, 887
30, 1074
0, 84
0, 277
0, 0
42, 1533
0, 695
0, 195
0, 0
2, 377
49, 1224
0, 454
0, 516
3, 264
12, 492
13, 660
4, 786
0, 355
7, 539
8, 793
0, 193
0, 0
0, 863
0, 248
0, 355
152, 1270
3, 900
2, 592
0, 546
84, 2005
7, 717
0, 0
3, 1015
0, 582
0, 44
0, 695
0, 49
0, 86
15, 348
0, 467
0, 0
0, 146
0, 456
0, 325
2, 338
72, 1507
0, 37
0, 0
0, 0
9, 415
4, 677
0, 464
20, 588
0, 85
0, 562
0, 629
13, 607
0, 545
0, 27
0, 0
0, 0
13, 1261
0, 0
0, 0
0, 459
0, 0
0, 867
0, 306
0, 0
0, 0
0, 102
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
29, 820
85, 978
0, 0
0, 91
0, 0
0, 414
8, 1234
0, 0
0, 0
0, 0
0, 0
0, 0
5, 893
0, 0
0, 489
0, 527
0, 973
0, 456
0, 175
0, 139
0, 98
0, 722
1, 1186
0, 713
0, 230
0, 20
59, 1171
0, 278
0, 1218
0, 147
9, 947
21, 1028
18, 966
11, 2439
0, 99
2, 939
0, 64
0, 350
49, 1257
19, 1165
0, 100
11, 274
0, 0
0, 567
0, 519
0, 583
0, 227
0, 451
0, 418
0, 884
56, 425
0, 0
0, 0
0, 26
0, 95
20, 1243
47, 841
7, 1598
0, 523
0, 131
14, 329
5, 947
4, 1752
0, 179
0, 0
0, 0
0, 329
0, 261
0, 0
0, 635
38, 848
0, 987
0, 371
0, 86
3, 524
0, 0
0, 0
37, 980
0, 173
4, 565
4, 1002
0, 60
0, 156
36, 845
82, 1351
1, 382
1, 347
0, 247
0, 864
0, 418
0, 745
0, 579
118, 1014
0, 657
1, 562
23, 885
0, 350
0, 0
0, 361
0, 469
10, 656
0, 261
0, 468
0, 157
0, 290
5, 432
0, 733
0, 0
0, 0
7, 619
0, 0
0, 0
0, 0
0, 462
0, 0
9, 1124
38, 335
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 113
31, 2161
0, 0
0, 0
0, 0
13, 1840
0, 0
0, 0
0, 0
89, 839
0, 0
0, 0
0, 0
0, 0
13, 821
0, 0
2, 1116
0, 793
0, 94
0, 71
3, 1851
5, 895
0, 589
0, 292
0, 133
0, 1108
32, 1650
1, 712
30, 606
0, 482
6, 523
0, 470
9, 589
0, 483
22, 444
0, 0
30, 897
0, 677
0, 523
0, 79
0, 173
0, 396
0, 0
0, 104
0, 79
0, 74
0, 174
0, 73
0, 177
0, 548
0, 774
32, 686
2, 1071
0, 0
22, 983
0, 45
0, 741
0, 87
0, 181
0, 713
0, 0
0, 639
0, 311
0, 0
0, 258
0, 226
77, 414
6, 577
0, 193
16, 507
18, 820
0, 739
0, 0
14, 995
0, 162
53, 848
0, 0
0, 405
28, 635
0, 0
0, 433
36, 246
0, 64
3, 584
28, 718
0, 246
0, 207
0, 626
0, 148
4, 763
0, 361
0, 143
0, 469
8, 388
0, 235
103, 1529
0, 305
0, 164
0, 126
0, 143
0, 0
0, 699
0, 376
10, 897
0, 60
6, 662
0, 272
5, 427
8, 694
0, 495
0, 601
3, 481
0, 0
0, 458
0, 344
0, 770
0, 0
0, 0
0, 0
0, 0
0, 0
0, 604
0, 411
0, 0
0, 0
0, 0
0, 0
0, 0
0, 70
0, 0
62, 910
0, 0
0, 0
0, 0
0, 0
2, 506
42, 782
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 129
0, 234
0, 206
16, 943
0, 307
0, 681
4, 832
0, 480
0, 428
0, 387
0, 260
0, 63
0, 579
0, 509
0, 440
0, 1036
0, 0
0, 0
0, 159
0, 375
0, 17
0, 157
0, 0
2, 433
0, 511
0, 352
0, 179
0, 212
0, 314
0, 0
0, 461
0, 152
0, 195
0, 0
0, 145
0, 214
0, 149
0, 121
0, 120
0, 130
1, 814
0, 104
3, 347
0, 449
43, 617
0, 398
0, 1002
0, 0
0, 243
0, 269
0, 12
0, 207
1, 829
0, 0
0, 0
0, 66
0, 0
1, 335
1, 357
0, 110
0, 142
20, 445
0, 800
10, 917
100, 584
7, 556
0, 693
1, 513
17, 776
0, 180
0, 193
5, 1021
0, 129
0, 250
0, 104
0, 309
0, 934
0, 271
0, 93
0, 100
0, 159
0, 43
0, 289
9, 531
4, 338
0, 231
0, 130
0, 0
4, 510
28, 1086
0, 290
33, 1288
0, 94
0, 203
0, 349
0, 162
0, 0
0, 0
0, 0
0, 0
0, 514
0, 0
0, 905
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 844
0, 0
0, 307
0, 0
1, 238
0, 518
0, 373
0, 0
0, 0
0, 114
0, 0
0, 601
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 112
0, 46
0, 375
0, 605
0, 656
15, 368
1, 286
0, 407
0, 322
14, 613
84, 1104
4, 859
0, 418
104, 799
0, 243
0, 153
0, 0
12, 510
5, 458
1, 356
41, 646
1, 380
0, 220
0, 93
0, 691
0, 131
0, 86
0, 324
14, 579
0, 76
0, 468
0, 194
0, 187
30, 820
2, 367
0, 213
0, 334
0, 506
0, 0
0, 78
0, 98
0, 303
4, 421
0, 139
0, 651
0, 227
0, 506
0, 216
5, 370
0, 393
4, 821
4, 566
0, 374
0, 244
23, 653
0, 559
0, 723
0, 211
0, 172
0, 0
0, 533
0, 451
0, 475
0, 33
0, 157
0, 73
2, 882
0, 864
0, 141
0, 31
0, 311
0, 425
0, 214
3, 740
0, 146
2, 486
38, 455
0, 334
0, 124
0, 595
13, 465
0, 182
6, 679
0, 706
0, 494
0, 327
0, 320
1, 480
1, 346
34, 498
1, 362
0, 36
3, 377
