109, 1130
0, 253
0, 564
0, 0
0, 0
21, 1020
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
8, 683
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 97
3, 359
0, 0
0, 310
0, 497
41, 817
32, 610
5, 216
0, 0
1, 597
0, 229
11, 434
0, 313
0, 227
22, 558
0, 404
0, 737
1, 489
71, 462
0, 535
0, 0
4, 554
1, 299
9, 684
0, 468
122, 683
0, 481
0, 1080
0, 0
2, 311
0, 0
0, 535
3, 676
4, 172
60, 759
0, 0
11, 672
0, 192
0, 426
75, 903
11, 566
0, 402
0, 0
0, 548
0, 60
0, 349
0, 0
0, 0
9, 912
0, 308
0, 211
0, 340
0, 416
0, 361
0, 383
0, 232
0, 259
0, 351
2, 604
0, 226
0, 0
25, 600
0, 530
9, 329
24, 854
0, 503
0, 370
3, 433
0, 130
0, 175
0, 387
0, 412
0, 313
0, 206
0, 180
0, 420
17, 585
12, 351
0, 135
6, 887
0, 697
0, 613
5, 505
0, 165
0, 560
0, 0
0, 145
0, 203
3, 525
3, 509
0, 427
0, 91
0, 678
0, 604
0, 433
0, 312
0, 0
4, 439
0, 225
0, 0
0, 0
0, 0
0, 0
0, 118
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 500
0, 0
0, 150
0, 289
0, 0
0, 0
0, 0
0, 175
0, 288
0, 0
0, 0
15, 370
0, 609
0, 0
2, 271
0, 295
0, 267
0, 364
0, 421
0, 259
0, 487
0, 303
0, 474
0, 0
52, 415
0, 218
6, 461
5, 670
0, 392
0, 566
0, 128
0, 554
7, 280
0, 509
0, 392
0, 168
1, 605
0, 467
0, 376
12, 343
2, 493
0, 427
1, 683
83, 782
0, 433
0, 0
9, 526
0, 651
8, 944
24, 721
0, 135
0, 176
0, 283
0, 371
0, 348
0, 434
26, 428
107, 583
1, 503
5, 643
0, 338
0, 376
23, 331
10, 382
0, 0
9, 354
3, 114
3, 503
0, 0
7, 749
0, 255
0, 114
0, 135
3, 505
0, 155
0, 193
0, 0
0, 401
0, 635
0, 75
64, 1088
15, 677
2, 436
36, 726
0, 411
0, 288
0, 349
0, 204
0, 460
0, 358
0, 267
39, 888
89, 890
0, 495
6, 816
0, 359
0, 99
10, 467
9, 538
0, 406
0, 535
0, 548
0, 291
0, 459
49, 713
0, 551
0, 493
0, 400
0, 152
0, 0
0, 0
0, 0
0, 236
0, 0
0, 0
0, 0
0, 0
0, 0
3, 516
0, 0
7, 574
0, 0
0, 0
0, 0
0, 344
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 399
0, 409
0, 0
0, 249
0, 285
0, 697
1, 501
0, 264
127, 1040
0, 393
5, 542
32, 809
1, 658
0, 393
0, 393
8, 483
61, 741
16, 756
0, 511
25, 686
1, 370
0, 83
0, 451
0, 0
0, 0
0, 453
0, 428
0, 413
0, 217
10, 483
4, 758
0, 505
0, 393
0, 352
0, 438
0, 435
0, 476
0, 557
3, 1173
0, 265
1, 799
0, 144
2, 450
0, 0
1, 721
0, 580
2, 261
0, 618
0, 91
0, 106
27, 705
16, 800
0, 132
80, 1081
0, 0
0, 491
0, 424
9, 681
0, 389
0, 163
4, 396
0, 370
37, 868
0, 0
2, 673
35, 585
8, 598
0, 197
9, 832
2, 873
0, 186
0, 0
4, 1424
22, 604
13, 937
0, 1209
0, 0
0, 204
0, 0
0, 766
15, 836
0, 552
91, 1418
0, 574
0, 201
57, 787
0, 223
0, 161
0, 123
7, 880
5, 524
0, 254
1, 573
0, 156
5, 497
21, 1246
5, 695
100, 1143
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 585
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 465
0, 520
4, 563
0, 154
0, 0
0, 0
0, 0
0, 0
63, 726
0, 612
0, 0
0, 0
