45, 257
103, 377
51, 297
114, 451
212, 763
94, 360
121, 662
45, 182
54, 363
162, 536
94, 379
70, 304
333, 1086
257, 832
228, 764
274, 1890
152, 795
214, 1328
158, 1089
56, 300
112, 592
165, 689
153, 877
52, 298
130, 510
41, 244
85, 360
227, 733
121, 467
294, 947
7, 206
3, 93
563, 1224
533, 1528
171, 787
180, 903
701, 2180
300, 1695
121, 666
148, 704
268, 2218
104, 986
116, 717
75, 659
140, 1464
143, 680
242, 813
137, 1977
125, 644
99, 419
85, 457
421, 1445
141, 905
161, 655
216, 765
8, 111
53, 255
47, 310
55, 245
123, 361
105, 338
26, 137
30, 167
128, 714
52, 298
61, 259
66, 328
76, 328
74, 341
38, 172
65, 353
345, 827
205, 664
372, 1573
191, 815
167, 602
171, 1044
176, 1033
388, 1098
252, 1055
231, 1296
381, 1382
420, 1332
243, 1528
109, 1498
154, 612
228, 1163
319, 1195
107, 637
141, 545
107, 411
308, 1207
44, 805
55, 364
84, 482
41, 280
76, 725
312, 1089
427, 1421
770, 1593
588, 2201
91, 678
206, 1226
185, 682
258, 1144
649, 1823
329, 1328
293, 967
134, 893
160, 912
269, 1127
282, 1018
192, 534
507, 1207
170, 591
226, 1087
177, 729
17, 792
21, 152
10, 125
114, 540
85, 306
67, 357
64, 266
87, 401
131, 490
83, 352
110, 364
138, 560
199, 506
63, 368
413, 1093
992, 2232
75, 284
648, 1441
217, 844
136, 752
1491, 2736
114, 586
126, 606
722, 2065
99, 627
360, 1476
318, 1996
399, 1680
242, 1399
183, 924
489, 1453
246, 1126
498, 1862
103, 435
435, 1640
135, 480
265, 1252
67, 616
487, 2476
259, 1105
122, 758
66, 443
14, 155
129, 586
866, 1963
417, 2777
77, 736
786, 1715
95, 444
1470, 4225
1120, 3471
323, 1379
310, 1609
349, 1319
519, 1806
141, 768
228, 1015
132, 736
382, 2923
152, 474
291, 1241
646, 2265
115, 718
46, 349
50, 328
6, 321
2, 168
101, 452
65, 288
41, 184
80, 283
368, 931
239, 792
902, 1879
440, 1013
26, 173
25, 239
84, 410
265, 690
113, 421
283, 900
102, 365
85, 625
174, 1331
136, 1744
778, 5054
551, 2082
108, 487
